state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
Kentucky,Elizabethtown,"32,437",938,150,485,303
Kentucky,Elkhorn City,980,0,0,0,0
Kentucky,Elkton,"2,072",108,22,64,22
Kentucky,Elsmere,"9,157",341,130,161,50
Kentucky,Eminence,"2,702",133,52,62,19
Kentucky,Erlanger,"24,147",594,150,148,296
Kentucky,Eubank,330,0,0,0,0
Kentucky,Evarts,850,39,2,11,26
Kentucky,Falmouth,"2,184",93,31,51,11
Kentucky,Ferguson,885,11,2,9,0
Kentucky,Flatwoods,"7,231",78,14,45,19
Kentucky,Fleming-Neon,531,0,0,0,0
Kentucky,Flemingsburg,"2,943",85,29,41,15
Kentucky,Florence,"32,341","2,436",369,"1,790",277
Kentucky,Fort Mitchell,"8,643",191,52,120,19
Kentucky,Fort Thomas,"17,159",364,62,179,123
Kentucky,Fort Wright,"5,819",129,31,60,38
Kentucky,Fountain Run,217,1,0,1,0
Kentucky,Frankfort,"28,559","1,666",480,855,331
Kentucky,Franklin,"10,174",656,120,371,165
Kentucky,Fulton,"2,387",287,50,158,79
Kentucky,Georgetown,"38,213","1,802",500,847,455
Kentucky,Glasgow,"15,194","1,317",288,460,569
Kentucky,Grayson,"3,683",219,57,122,40
Kentucky,Greensburg,"2,220",182,90,38,54
Kentucky,Greenup,"1,043",14,5,4,5
Kentucky,Greenville,"4,424",145,42,37,66
Kentucky,Guthrie,"1,334",16,4,12,0
Kentucky,Hardinsburg,"2,416",44,8,27,9
Kentucky,Harlan,"1,679",163,38,48,77
Kentucky,Harrodsburg,"9,200",328,67,128,133
Kentucky,Hartford,"2,667",109,42,23,44
Kentucky,Hawesville,"1,009",3,1,2,0
Kentucky,Hazard,"5,011",314,45,62,207
Kentucky,Henderson,"27,503","1,935",658,913,364
Kentucky,Heritage Creek,"1,199",13,2,9,2
Kentucky,Highland Heights ,"6,784",248,75,70,103
Kentucky,Hillview,"8,721",346,68,225,53
Kentucky,Hodgenville,"3,365",212,65,71,76
Kentucky,Hopkinsville,"30,528","2,737",589,"1,586",562
Kentucky,Horse Cave,"2,237",40,12,17,11
Kentucky,Hurstbourne Acres,"1,937",31,3,28,0
Kentucky,Hustonville,388,0,0,0,0
Kentucky,Hyden,267,0,0,0,0
Kentucky,Independence,"29,211",451,166,198,87
Kentucky,Indian Hills,"2,819",86,1,83,2
Kentucky,Irvine,"2,317",104,9,41,54
Kentucky,Irvington,"1,251",63,6,8,49
Kentucky,Jackson,"2,179",128,46,64,18
Kentucky,Jamestown,"1,842",55,15,26,14
Kentucky,Jeffersontown,"28,519","1,267",129,"1,101",37
Kentucky,Jenkins,"1,855",3,0,3,0
Kentucky,Junction City,"2,259",26,5,18,3
Kentucky,La Center,857,0,0,0,0
Kentucky,La Grange,"10,348",385,64,232,89
Kentucky,Lakeside Park-Crestview Hills,"6,227",120,12,99,9
Kentucky,Lancaster,"3,996",284,85,104,95
Kentucky,Lawrenceburg,"11,855",224,71,90,63
Kentucky,Lebanon,"6,473",377,96,133,148
Kentucky,Lebanon Junction,"1,765",4,1,3,0
Kentucky,Leitchfield,"6,433",355,95,154,106
Kentucky,Lexington,"320,983","21,056","4,946","13,944","2,166"
Kentucky,Liberty,"1,972",38,2,1,35
Kentucky,Livingston,165,2,1,0,1
Kentucky,London,"7,401",742,69,426,247
Kentucky,Louisa,"2,639",123,17,51,55
Kentucky,Loyall,606,19,8,1,10
Kentucky,Ludlow,"4,339",197,70,84,43
Kentucky,Lyndon,"2,831",510,88,416,6
Kentucky,Madisonville,"19,292",956,193,288,475
Kentucky,Manchester,"1,482",90,10,35,45
Kentucky,Marion,"2,832",140,29,54,57
Kentucky,Martin,487,2,0,1,1
Kentucky,Mayfield,"9,966",636,125,314,197
Kentucky,Maysville,"8,672",584,125,305,154
Kentucky,McKee,804,22,6,12,4
Kentucky,Meadow Vale,716,14,4,10,0
Kentucky,Middlesboro,"9,213","1,017",134,479,404
Kentucky,Middletown,"9,600",512,66,438,8
Kentucky,Millersburg,743,9,1,8,0
Kentucky,Monticello,"5,685",178,40,107,31
Kentucky,Morehead,"7,030",395,96,181,118
Kentucky,Morganfield,"3,202",56,24,12,20
Kentucky,Morgantown,"2,459",89,21,25,43
Kentucky,Mount Sterling,"7,544",530,99,317,114
Kentucky,Mount Vernon,"2,409",79,11,22,46
Kentucky,Mount Washington,"18,440",271,78,185,8
Kentucky,Muldraugh,"1,028",25,4,17,4
Kentucky,Murray,"17,506",705,202,416,87
Kentucky,New Haven,808,0,0,0,0
Kentucky,Newport,"14,017","1,099",303,679,117
Kentucky,Nicholasville,"31,882","1,655",335,862,458
Kentucky,Northfield,991,3,1,2,0
Kentucky,Oak Grove,"7,810",686,138,350,198
Kentucky,Owensboro,"59,839","4,891","1,143","2,939",809
Kentucky,Owenton,"1,587",33,0,1,32
Kentucky,Owingsville,"1,587",54,18,16,20
Kentucky,Paducah,"26,050","2,964",667,"1,297","1,000"
Kentucky,Paintsville,"4,313",37,10,16,11
Kentucky,Paris,"10,174",394,97,194,103
Kentucky,Park Hills,"3,158",53,11,28,14
Kentucky,Pembroke,851,11,0,8,3
Kentucky,Perryville,781,0,0,0,0
Kentucky,Pewee Valley,"1,633",10,1,7,2
Kentucky,Pikeville,"7,190",896,96,255,545
Kentucky,Pineville,"1,650",95,12,37,46
Kentucky,Pioneer Village,"2,697",37,6,26,5
Kentucky,Pippa Passes,581,3,0,1,2
Kentucky,Powderly,782,0,0,0,0
Kentucky,Prestonsburg,"4,034",241,49,66,126
Kentucky,Princeton,"6,191",303,74,150,79
Kentucky,Prospect,"4,552",45,3,39,3
Kentucky,Providence,"2,820",118,9,21,88
Kentucky,Raceland,"2,321",27,9,15,3
Kentucky,Radcliff,"22,931","1,320",339,745,236
Kentucky,Ravenna,559,8,0,8,0
Kentucky,Richmond,"36,698","2,259",507,"1,253",499
Kentucky,Russell,"3,656",54,8,42,4
Kentucky,Russell Springs,"2,784",82,27,20,35
Kentucky,Russellville,"7,257",466,106,279,81
Kentucky,Salyersville,"1,520",16,8,3,5
Kentucky,Science Hill,657,5,1,4,0
Kentucky,Scottsville,"4,368",329,85,128,116
Kentucky,Sebree,"1,514",9,0,2,7
Kentucky,Shelbyville,"17,481",637,197,349,91
Kentucky,Shepherdsville,"14,440",571,128,403,40
Kentucky,Shively,"15,438","1,244",338,857,49
Kentucky,Simpsonville,"3,016",259,32,111,116
Kentucky,Smiths Grove,779,54,13,32,9
Kentucky,Somerset,"12,170",778,164,377,237
Kentucky,Southgate,"3,658",116,29,47,40
Kentucky,South Shore,"1,037",9,4,2,3
Kentucky,Springfield,"2,854",101,33,31,37
Kentucky,Stamping Ground,807,5,0,5,0
Kentucky,Stanford,"3,601",114,42,40,32
Kentucky,Stanton,"3,154",140,33,43,64
Kentucky,St. Matthews,"17,341","1,387",161,"1,100",126
Kentucky,Strathmoor Village,673,1,0,1,0
Kentucky,Sturgis,"1,579",39,2,4,33
Kentucky,Taylor Mill,"6,821",112,47,34,31
Kentucky,Taylorsville,"1,287",55,11,31,13
Kentucky,Tompkinsville,"2,289",40,5,11,24
Kentucky,Trenton,327,0,0,0,0
Kentucky,Uniontown,847,0,0,0,0
Kentucky,Vanceburg,"1,346",3,1,1,1
Kentucky,Versailles,"27,242",818,197,436,185
Kentucky,Villa Hills,"7,337",270,64,103,103
Kentucky,Vine Grove,"6,843",130,44,73,13
Kentucky,Warsaw,"1,740",106,32,27,47
Kentucky,Wayland,398,2,0,2,0
Kentucky,West Buechel,"1,352",144,23,118,3
Kentucky,West Liberty,"3,251",64,27,20,17
Kentucky,West Point,942,2,0,2,0
Kentucky,Wheelwright,481,0,0,0,0
Kentucky,Whitesburg,"1,662",1,0,0,1
Kentucky,Wilder,"3,125",89,26,41,22
Kentucky,Williamsburg,"5,348",311,58,76,177
Kentucky,Williamstown,"3,987",81,23,50,8
Kentucky,Wilmore,"6,081",98,15,69,14
Kentucky,Winchester,"18,989","1,557",300,849,408
Kentucky,Windy Hills,"2,400",0,0,0,0
Kentucky,Woodburn,316,0,0,0,0
Kentucky,Woodlawn Park,931,1,0,1,0
Kentucky,Worthington,"1,475",3,2,1,0
Louisiana,Abbeville,"10,968",634,244,284,106
Louisiana,Addis,"7,438",133,38,54,41
Louisiana,Alexandria,"44,349","6,953","2,314","3,835",804
Louisiana,Baker,"12,303",764,183,443,138
Louisiana,Bastrop,"9,291",864,223,604,37
Louisiana,Baton Rouge,"219,913","27,112","5,900","18,179","3,033"
Louisiana,Bernice,"1,328",7,2,4,1
Louisiana,Berwick,"4,557",33,6,17,10
Louisiana,Blanchard,"3,383",60,13,43,4
Louisiana,Bogalusa,"10,461","1,457",365,706,386
Louisiana,Bossier City,"63,078","8,363","2,766","4,134","1,463"
Louisiana,Broussard,"14,103",668,156,463,49
Louisiana,Brusly,"2,598",56,8,38,10
Louisiana,Clinton,"1,342",6,6,0,0
Louisiana,Covington,"11,543",534,122,185,227
Louisiana,De Ridder,"9,674",673,191,263,219
Louisiana,Erath,"2,002",94,32,22,40
Louisiana,Evergreen,207,2,0,2,0
Louisiana,Ferriday,"3,041",162,77,62,23
Louisiana,Golden Meadow,"1,735",81,18,52,11
Louisiana,Gonzales,"12,869","1,623",257,"1,120",246
Louisiana,Gramercy,"2,801",175,49,114,12
Louisiana,Greenwood,"3,077",351,64,146,141
Louisiana,Gretna,"17,358","2,242",384,907,951
Louisiana,Hammond,"20,847","3,125",669,"1,875",581
Louisiana,Harahan,"8,827",389,54,155,180
Louisiana,Haughton,"4,457",174,13,34,127
Louisiana,Haynesville,"1,884",85,27,43,15
Louisiana,Houma,"32,762","3,314",946,"1,749",619
Louisiana,Ida,212,0,0,0,0
Louisiana,Iowa,"2,972",249,76,122,51
Louisiana,Jennings,"9,664",868,182,442,244
Louisiana,Krotz Springs,894,76,16,47,13
Louisiana,Lake Charles,"77,054","5,905","1,401","3,616",888
Louisiana,Lake Providence,"3,661",5,3,2,0
Louisiana,Livingston,"1,946",127,22,40,65
Louisiana,Mandeville,"13,245",438,80,273,85
Louisiana,Mansfield,"4,472",47,28,15,4
Louisiana,Marion,619,1,0,1,0
Louisiana,Marksville,"4,843",594,192,363,39
Louisiana,Monroe,"46,908","8,859","2,631","4,954","1,274"
Louisiana,Morgan City,"10,909","1,538",501,592,445
Louisiana,Norwood,279,0,0,0,0
Louisiana,Opelousas,"15,447","2,966",766,"1,646",554
Louisiana,Patterson,"5,681",193,83,60,50
Louisiana,Pearl River,"2,680",166,40,53,73
Louisiana,Plaquemine,"5,804",419,145,263,11
Louisiana,Ponchatoula,"7,977",561,121,388,52
Louisiana,Port Allen,"4,984",365,144,205,16
Louisiana,Rayne,"7,100",136,32,89,15
Louisiana,Ruston,"22,435","2,079",510,"1,259",310
Louisiana,Slidell,"28,686","2,088",446,"1,002",640
Louisiana,Springhill,"4,597",60,6,50,4
Louisiana,Sulphur,"19,581","1,686",376,"1,128",182
Louisiana,Tallulah,"5,975",236,120,90,26
Louisiana,Thibodaux,"15,166","1,088",238,609,241
Louisiana,Vidalia,"3,771",337,94,196,47
Louisiana,Vinton,"2,973",469,128,163,178
Louisiana,Walker,"6,450",631,138,305,188
Louisiana,Westlake,"4,464",257,32,186,39
Louisiana,West Monroe,"12,680","2,230",464,"1,087",679
Louisiana,Westwego,"8,266",650,174,257,219
Louisiana,Wilson,354,0,0,0,0
Louisiana,Zachary,"20,344","1,100",276,656,168
Maine,Ashland,"1,184",16,9,5,2
Maine,Auburn,"24,122","1,338",254,921,163
Maine,Augusta,"19,013","2,011",625,"1,226",160
Maine,Bangor,"32,078","3,271",990,"2,061",220
Maine,Bar Harbor,"7,478",111,39,54,18
Maine,Bath,"8,834",270,96,166,8
Maine,Belfast,"7,037",73,16,44,13
Maine,Berwick,"8,185",189,41,136,12
Maine,Biddeford,"22,647","1,693",537,"1,045",111
Maine,Boothbay Harbor,"2,090",25,7,13,5
Maine,Brewer,"9,634",363,46,238,79
Maine,Bridgton,"5,640",122,39,65,18
Maine,Brunswick,"21,888",759,120,488,151
Maine,Bucksport,"5,080",142,45,62,35
Maine,Buxton,"8,528",230,61,125,44
Maine,Calais,"3,041",57,18,35,4
Maine,Camden,"5,326",38,10,27,1
Maine,Cape Elizabeth,"9,535",83,17,62,4
Maine,Caribou,"7,352",171,43,78,50
Maine,Carrabassett Valley,698,20,6,13,1
Maine,Clinton,"3,380",27,12,15,0
Maine,Cumberland,"8,616",69,16,52,1
Maine,Damariscotta,"2,332",36,14,22,0
Maine,Dexter,"3,793",124,66,35,23
Maine,Dover-Foxcroft,"4,537",133,77,53,3
Maine,East Millinocket,"6,823",208,47,111,50
Maine,Eastport,"1,282",2,2,0,0
Maine,Eliot,"7,162",51,17,34,0
Maine,Ellsworth,"8,676",714,247,415,52
Maine,Fairfield,"6,507",311,104,199,8
Maine,Falmouth,"12,695",213,35,169,9
Maine,Farmington,"7,520",217,68,129,20
Maine,Fort Fairfield,"3,267",77,29,43,5
Maine,Fort Kent,"4,120",104,46,51,7
Maine,Freeport,"8,802",221,34,173,14
Maine,Fryeburg,"3,480",49,20,25,4
Maine,Gorham,"18,482",222,50,146,26
Maine,Gouldsboro,"1,768",4,2,2,0
Maine,Greenville,"1,538",28,7,15,6
Maine,Hallowell,"2,579",54,14,33,7
Maine,Hampden,"7,864",92,23,58,11
Maine,Holden,"3,312",56,9,26,21
Maine,Houlton,"6,071",267,56,163,48
Maine,Islesboro,589,15,1,14,0
Maine,Jay,"4,706",158,73,79,6
Maine,Kennebunk,"11,804",175,31,133,11
Maine,Kennebunkport,"3,716",55,8,46,1
Maine,Kittery,"10,279",280,41,225,14
Maine,Lewiston,"36,488","1,707",428,"1,117",162
Maine,Limestone,"1,524",13,3,8,2
Maine,Lincoln,"4,846",221,62,143,16
Maine,Lisbon,"9,660",252,70,173,9
Maine,Livermore Falls,"3,074",129,64,61,4
Maine,Machias,"1,834",59,32,23,4
Maine,Madawaska,"3,846",86,40,42,4
Maine,Mechanic Falls,"3,112",73,18,51,4
Maine,Mexico,"2,787",194,84,106,4
Maine,Milbridge,"1,358",0,0,0,0
Maine,Milo,"2,381",98,45,51,2
Maine,Newport,"3,120",77,19,56,2
Maine,North Berwick,"5,163",90,44,35,11
Maine,Norway,"5,201",272,76,150,46
Maine,Oakland,"6,300",95,23,69,3
Maine,Ogunquit,"1,603",64,15,47,2
Maine,Old Orchard Beach,"9,244",438,150,231,57
Maine,Old Town,"7,372",160,58,92,10
Maine,Orono,"11,651",107,29,70,8
Maine,Paris,"5,349",166,50,102,14
Maine,Pittsfield,"3,904",84,29,54,1
Maine,Portland,"68,199","2,771",756,"1,835",180
Maine,Presque Isle,"8,746",446,111,272,63
Maine,Rangeley,"1,253",4,1,3,0
Maine,Richmond,"3,585",19,8,10,1
Maine,Rockland,"7,081",368,170,176,22
Maine,Rockport,"3,719",52,17,31,4
Maine,Rumford,"5,929",402,229,125,48
Maine,Sabattus,"5,113",49,22,23,4
Maine,Saco,"20,936",923,255,604,64
Maine,Sanford,"22,315","1,319",394,886,39
Maine,Scarborough,"22,913",786,151,573,62
Maine,Searsport,"2,663",11,3,8,0
Maine,Skowhegan,"8,595",658,168,415,75
Maine,South Berwick,"7,653",104,30,60,14
Maine,South Portland,"27,445","1,032",197,737,98
Maine,Southwest Harbor,"1,836",17,0,11,6
Maine,Thomaston,"2,816",46,7,38,1
Maine,Topsham,"9,680",260,80,167,13
Maine,Veazie,"1,807",13,2,9,2
Maine,Waldoboro,"5,314",104,32,68,4
Maine,Washburn,"1,498",17,14,2,1
Maine,Waterville,"15,972","1,387",260,999,128
Maine,Wells,"11,760",301,86,194,21
Maine,Westbrook,"20,741",768,188,439,141
Maine,Wilton,"3,913",112,32,67,13
Maine,Windham,"19,048",307,72,202,33
Maine,Winslow,"7,970",313,82,201,30
Maine,Winter Harbor,479,9,2,7,0
Maine,Winthrop,"6,168",109,33,69,7
Maine,Wiscasset,"3,880",136,49,72,15
Maine,Yarmouth,"9,009",135,25,103,7
Maine,York,"13,977",297,75,193,29
Maryland,Baltimore,"570,546","51,091","15,949","31,093","4,049"
Maryland,Bowie,"57,068","1,510",226,"1,246",38
Maryland,Brunswick,"8,279",228,99,107,22
Maryland,Cumberland,"18,647","2,188",826,"1,005",357
Maryland,Denton,"4,827",318,110,195,13
Maryland,Easton,"17,237",588,187,317,84
Maryland,Elkton,"15,806","2,011",551,"1,170",290
Maryland,Frederick,"80,985","4,436","1,577","2,344",515
Maryland,Frostburg,"7,024",76,34,27,15
Maryland,Hagerstown,"43,548","2,652",781,"1,395",476
Maryland,Hampstead,"6,342",158,33,112,13
Maryland,Manchester,"5,477",49,31,14,4
Maryland,Oakland,"1,811",93,4,37,52
Maryland,Salisbury,"33,063","2,875","1,011","1,247",617
Maryland,St. Michaels,"1,080",47,6,35,6
Maryland,Thurmont,"6,645",123,39,75,9
Maryland,Westminster,"20,165",951,283,609,59
Massachusetts,Abington,"17,886",411,91,287,33
Massachusetts,Acton,"23,833",344,75,264,5
Massachusetts,Acushnet,"10,612",129,43,79,7
Massachusetts,Adams,"8,073",327,99,208,20
Massachusetts,Agawam,"28,536","1,110",308,756,46
Massachusetts,Amesbury,"17,276",443,130,295,18
Massachusetts,Amherst,"39,267",421,187,212,22
Massachusetts,Andover,"36,631",460,108,328,24
Massachusetts,Aquinnah,465,6,2,4,0
Massachusetts,Arlington,"45,238",686,172,483,31
Massachusetts,Ashburnham,"6,402",109,48,53,8
Massachusetts,Ashby,"3,166",39,5,32,2
Massachusetts,Ashfield,"1,690",16,4,11,1
Massachusetts,Ashland,"18,373",187,66,113,8
Massachusetts,Athol,"11,938",376,164,165,47
Massachusetts,Attleboro,"46,942","1,841",499,"1,240",102
Massachusetts,Auburn,"16,878",618,87,500,31
Massachusetts,Avon,"4,764",160,21,135,4
Massachusetts,Ayer,"8,368",211,72,116,23
Massachusetts,Barnstable,"50,501","1,738",705,886,147
Massachusetts,Barre,"5,555",140,63,56,21
Massachusetts,Becket,"1,934",26,12,14,0
Massachusetts,Bedford,"14,034",132,16,112,4
Massachusetts,Belchertown,"15,277",262,80,171,11
Massachusetts,Bellingham,"16,965",468,132,320,16
Massachusetts,Belmont,"26,557",401,64,333,4
Massachusetts,Berkley,"6,844",55,24,27,4
Massachusetts,Berlin,"4,137",35,4,29,2
Massachusetts,Bernardston,"2,846",37,9,24,4
Massachusetts,Beverly,"42,441",527,94,406,27
Massachusetts,Billerica,"41,110",743,184,511,48
Massachusetts,Blackstone,"9,222",71,25,32,14
Massachusetts,Bolton,"5,710",120,24,88,8
Massachusetts,Boston,"638,925","35,053","13,601","19,614","1,838"
Massachusetts,Bourne,"21,127",651,266,341,44
Massachusetts,Boxborough,"5,377",70,12,55,3
Massachusetts,Boxford,"8,134",58,10,47,1
Massachusetts,Boylston,"4,934",56,21,25,10
Massachusetts,Braintree,"38,835","1,047",271,728,48
Massachusetts,Brewster,"10,647",133,29,95,9
Massachusetts,Bridgewater,"8,820",241,69,140,32
Massachusetts,Brimfield,"3,711",41,13,26,2
Massachusetts,Brockton,"110,084","5,407","1,904","3,211",292
Massachusetts,Brookfield,"3,443",78,28,41,9
Massachusetts,Brookline,"62,825","1,072",182,886,4
Massachusetts,Buckland,"1,815",12,10,2,0
Massachusetts,Burlington,"25,783",847,131,699,17
Massachusetts,Cambridge,"117,044","5,620","1,512","4,000",108
Massachusetts,Canton,"24,717",514,170,323,21
Massachusetts,Carlisle,"5,149",47,6,40,1
Massachusetts,Carver,"12,215",173,70,95,8
Massachusetts,Charlton,"13,394",215,66,130,19
Massachusetts,Chatham,"6,844",139,31,106,2
Massachusetts,Chelmsford,"35,630",710,130,553,27
Massachusetts,Chelsea,"37,590","2,278",955,"1,252",71
Massachusetts,Cheshire,"3,226",20,9,8,3
Massachusetts,Chester,"1,221",6,2,4,0
Massachusetts,Chicopee,"55,265","3,148","1,041","1,907",200
Massachusetts,Chilmark,"1,292",9,2,4,3
Massachusetts,Clinton,"15,432",47,28,14,5
Massachusetts,Cohasset,"8,417",114,29,83,2
Massachusetts,Concord,"18,040",308,72,223,13
Massachusetts,Dalton,"6,273",157,56,95,6
Massachusetts,Danvers,"27,887",740,214,504,22
Massachusetts,Dartmouth,"34,192","1,324",457,816,51
Massachusetts,Dedham,"25,324",355,104,241,10
Massachusetts,Deerfield,"5,154",116,35,61,20
Massachusetts,Dennis,"15,200",472,149,288,35
Massachusetts,Dighton,"8,240",87,30,47,10
Massachusetts,Douglas,"9,146",108,32,63,13
Massachusetts,Dover,"5,902",32,11,19,2
Massachusetts,Dracut,"31,908",550,147,382,21
Massachusetts,Dudley,"11,914",148,73,63,12
Massachusetts,Dunstable,"3,333",21,6,12,3
Massachusetts,Duxbury,"16,861",148,52,88,8
Massachusetts,East Bridgewater,"15,142",247,64,153,30
Massachusetts,East Brookfield,"2,208",40,15,20,5
Massachusetts,Eastham,"5,939",106,29,68,9
Massachusetts,Easthampton,"15,914",332,91,230,11
Massachusetts,East Longmeadow,"16,458",549,127,402,20
Massachusetts,Easton,"25,463",582,114,428,40
Massachusetts,Edgartown,"5,485",178,65,108,5
Massachusetts,Egremont,"1,374",22,8,13,1
Massachusetts,Erving,"1,669",40,15,24,1
Massachusetts,Essex,"3,678",50,15,30,5
Massachusetts,Everett,"48,340","1,580",443,"1,057",80
Massachusetts,Fairhaven,"15,987",509,211,274,24
Massachusetts,Fall River,"94,339","4,588","2,107","2,182",299
Massachusetts,Falmouth,"33,873","1,116",394,654,68
Massachusetts,Fitchburg,"41,791","1,424",497,803,124
Massachusetts,Foxborough,"18,549",533,210,292,31
Massachusetts,Framingham,"70,716","2,169",507,"1,557",105
Massachusetts,Franklin,"33,107",379,112,248,19
Massachusetts,Freetown,"9,247",248,93,141,14
Massachusetts,Gardner,"21,231",637,233,341,63
Massachusetts,Georgetown,"8,409",132,35,93,4
Massachusetts,Gill,"1,535",14,2,12,0
Massachusetts,Gloucester,"30,301",758,321,397,40
Massachusetts,Goshen,945,10,4,5,1
Massachusetts,Grafton,"19,965",163,48,101,14
Massachusetts,Granby,"6,036",84,19,58,7
Massachusetts,Granville,"1,538",14,4,8,2
Massachusetts,Great Barrington,"7,143",155,57,92,6
Massachusetts,Greenfield,"17,203",802,230,489,83
Massachusetts,Groton,"11,074",83,33,45,5
Massachusetts,Hadley,"5,244",339,47,277,15
Massachusetts,Halifax,"8,092",145,50,93,2
Massachusetts,Hamilton,"7,551",73,12,57,4
Massachusetts,Hampden,"4,948",62,20,38,4
Massachusetts,Hanover,"15,578",219,56,153,10
Massachusetts,Hanson,"11,196",224,86,119,19
Massachusetts,Hardwick,"2,672",46,25,17,4
Massachusetts,Harvard,"6,870",93,27,59,7
Massachusetts,Harwich,"13,891",313,93,210,10
Massachusetts,Hatfield,"3,301",47,17,30,0
Massachusetts,Haverhill,"67,359","2,974","1,536","1,174",264
Massachusetts,Hingham,"25,437",425,98,319,8
Massachusetts,Hinsdale,"1,905",0,0,0,0
Massachusetts,Holbrook,"11,350",425,159,244,22
Massachusetts,Holden,"19,998",192,59,112,21
Massachusetts,Holland,"2,585",28,9,19,0
Massachusetts,Holliston,"14,754",128,24,98,6
Massachusetts,Holyoke,"37,945","4,110","1,285","2,390",435
Massachusetts,Hopedale,"6,021",82,18,57,7
Massachusetts,Hopkinton,"19,180",158,48,102,8
Massachusetts,Hudson,"19,623",187,58,117,12
Massachusetts,Hull,"10,676",291,90,178,23
Massachusetts,Ipswich,"13,735",112,25,85,2
Massachusetts,Kingston,"14,484",220,62,138,20
Massachusetts,Lakeville,"12,511",122,51,62,9
Massachusetts,Lancaster,"8,504",145,41,97,7
Massachusetts,Lanesboro,"3,021",89,36,50,3
Massachusetts,Lawrence,"88,422","2,888","1,215","1,401",272
Massachusetts,Lee,"5,740",197,46,145,6
Massachusetts,Leicester,"11,084",256,55,180,21
Massachusetts,Lenox,"5,105",144,16,121,7
Massachusetts,Leominster,"43,690","1,936",693,"1,166",77
Massachusetts,Leverett,"1,861",27,5,20,2
Massachusetts,Lexington,"33,889",341,72,258,11
Massachusetts,Lincoln,"6,823",57,12,42,3
Massachusetts,Littleton,"10,154",154,23,122,9
Massachusetts,Longmeadow,"15,734",298,46,241,11
Massachusetts,Lowell,"113,277","5,515","1,878","3,244",393
Massachusetts,Ludlow,"20,971",571,147,402,22
Massachusetts,Lunenburg,"11,903",210,55,138,17
Massachusetts,Lynn,"101,056","4,382","2,005","2,144",233
Massachusetts,Lynnfield,"12,992",214,32,179,3
Massachusetts,Malden,"64,356","1,674",434,"1,202",38
Massachusetts,Manchester-by-the-Sea,"5,365",76,2,68,6
Massachusetts,Mansfield,"23,932",530,148,357,25
Massachusetts,Marblehead,"20,289",300,66,229,5
