state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
Minnesota,Worthington,"13,616",636,161,200,275
Minnesota,Wyoming,"8,098",218,42,153,23
Minnesota,Zumbrota,"3,865",59,15,23,21
Mississippi,Ackerman,"1,515",48,9,23,16
Mississippi,Amory,"6,439",631,169,338,124
Mississippi,Batesville,"7,238",519,73,350,96
Mississippi,Bay Springs,"1,569",39,15,23,1
Mississippi,Bay St. Louis,"10,591",922,262,512,148
Mississippi,Blue Springs,439,3,0,3,0
Mississippi,Booneville,"8,676",747,160,495,92
Mississippi,Brandon,"25,636",424,113,214,97
Mississippi,Brookhaven,"11,901",851,136,637,78
Mississippi,Bruce,"1,616",98,32,21,45
Mississippi,Byhalia,"1,350",113,29,73,11
Mississippi,Byram,"12,299",515,116,233,166
Mississippi,Calhoun City,"1,432",29,12,12,5
Mississippi,Charleston,"1,713",124,51,70,3
Mississippi,Cleveland,"10,687","1,524",443,796,285
Mississippi,Clinton,"27,001",870,150,490,230
Mississippi,Collins,"2,232",188,57,81,50
Mississippi,Corinth,"14,216","1,667",449,930,288
Mississippi,Derma,938,10,7,1,2
Mississippi,Ellisville,"4,468",154,39,79,36
Mississippi,Eupora,"1,956",96,34,44,18
Mississippi,Florence,"4,680",188,20,20,148
Mississippi,Flowood,"10,518","1,064",98,333,633
Mississippi,Forest,"5,262",317,60,180,77
Mississippi,Fulton,"4,005",346,86,189,71
Mississippi,Gautier,"18,992","1,085",269,686,130
Mississippi,Guntown,"2,416",40,11,20,9
Mississippi,Hattiesburg,"46,862","5,482","1,637","3,205",640
Mississippi,Heidelberg,630,42,14,20,8
Mississippi,Hernando,"17,622",657,115,192,350
Mississippi,Holly Springs,"6,488",125,61,54,10
Mississippi,Horn Lake,"26,729","1,351",397,801,153
Mississippi,Iuka,"3,051",133,27,90,16
Mississippi,Kosciusko,"6,955",291,60,165,66
Mississippi,Laurel,"17,066","2,230",664,"1,123",443
Mississippi,Long Beach,"16,944",602,131,368,103
Mississippi,Louisville,"5,963",416,119,225,72
Mississippi,Lucedale,"2,981",359,111,203,45
Mississippi,Madison,"27,674",836,79,383,374
Mississippi,Mathiston,860,19,4,3,12
Mississippi,Mendenhall,"2,159",63,15,19,29
Mississippi,Morton,"3,558",120,40,58,22
Mississippi,Myrtle,483,6,0,6,0
Mississippi,New Albany,"7,645",273,29,203,41
Mississippi,Oakland,463,15,5,9,1
Mississippi,Ocean Springs,"18,361","1,285",261,752,272
Mississippi,Olive Branch,"40,651","2,258",713,"1,305",240
Mississippi,Oxford,"26,975","1,567",498,745,324
Mississippi,Pascagoula,"21,736","2,820",635,"1,477",708
Mississippi,Pass Christian,"6,032",222,21,174,27
Mississippi,Petal,"11,580",297,29,77,191
Mississippi,Picayune,"11,710","1,159",235,669,255
Mississippi,Pontotoc,"5,771",599,143,281,175
Mississippi,Poplarville,"2,808",147,32,73,42
Mississippi,Port Gibson,"1,150",57,21,32,4
Mississippi,Purvis,"1,951",57,18,30,9
Mississippi,Quitman,"1,938",70,28,37,5
Mississippi,Raymond,"1,838",43,14,14,15
Mississippi,Richland,"7,245",730,67,176,487
Mississippi,Ridgeland,"23,896","1,801",239,785,777
Mississippi,Sandersville,628,25,7,16,2
Mississippi,Seminary,297,7,2,5,0
Mississippi,Senatobia,"8,104",597,161,225,211
Mississippi,Smithville,523,8,1,6,1
Mississippi,Southaven,"56,092","4,382",842,"2,649",891
Mississippi,Starkville,"24,720","1,575",370,"1,021",184
Mississippi,Sumner,251,2,0,2,0
Mississippi,Sumrall,"1,929",40,9,27,4
Mississippi,Tunica,958,112,22,66,24
Mississippi,Tupelo,"37,534","4,389","1,202","2,562",625
Mississippi,Union,"1,952",80,19,42,19
Mississippi,Vardaman,"1,089",12,9,1,2
Mississippi,Vicksburg,"20,381","2,371",812,"1,336",223
Mississippi,Walnut,699,51,9,24,18
Mississippi,Water Valley,"3,296",306,91,136,79
Mississippi,Waveland,"6,920",133,13,120,0
Mississippi,Waynesboro,"4,530",392,139,145,108
Mississippi,West Point,"9,893",892,344,442,106
Mississippi,Wiggins,"4,324",384,78,184,122
Missouri,Adrian,"1,734",41,16,22,3
Missouri,Alma,394,0,0,0,0
Missouri,Arcadia,606,0,0,0,0
Missouri,Arnold,"20,794",829,128,423,278
Missouri,Ash Grove,"1,506",98,34,48,16
Missouri,Ashland,"4,948",130,40,60,30
Missouri,Aurora,"7,329",522,152,236,134
Missouri,Auxvasse,"1,011",71,27,33,11
Missouri,Ava,"2,924",129,47,65,17
Missouri,Ballwin,"30,630",500,84,381,35
Missouri,Battlefield,"6,078",94,36,50,8
Missouri,Bellefontaine Neighbors,"10,524","1,003",268,651,84
Missouri,Bel-Nor,"1,371",73,12,55,6
Missouri,Belton,"24,395","1,599",401,978,220
Missouri,Berkeley,"8,078","1,350",382,859,109
Missouri,Bernie,"1,837",39,16,19,4
Missouri,Bertrand,719,44,13,31,0
Missouri,Bethany,"2,894",166,46,118,2
Missouri,Bismarck,"1,263",131,42,34,55
Missouri,Bloomfield,"1,753",48,16,29,3
Missouri,Blue Springs,"60,093","2,925",628,"1,920",377
Missouri,Bolivar,"11,129",699,230,432,37
Missouri,Bonne Terre,"6,757",177,50,96,31
Missouri,Boonville,"7,882",593,207,268,118
Missouri,Bourbon,"1,543",46,23,17,6
Missouri,Branson,"13,021","1,782",436,"1,113",233
Missouri,Branson West,480,126,27,43,56
Missouri,Breckenridge Hills,"4,378",473,79,236,158
Missouri,Brentwood,"8,101",716,71,595,50
Missouri,Bridgeton,"11,342","1,342",246,999,97
Missouri,Brookfield,"4,068",230,97,71,62
Missouri,Buckner,"2,896",195,64,69,62
Missouri,Buffalo,"3,370",114,35,58,21
Missouri,Butler,"4,189",196,62,109,25
Missouri,Byrnes Mill,"3,160",137,34,36,67
Missouri,Cabool,"2,024",11,9,1,1
Missouri,Calverton Park,"1,129",0,0,0,0
Missouri,Camdenton,"4,074",432,109,266,57
Missouri,Cameron,"8,429",388,160,185,43
Missouri,Campbell,"1,535",40,19,18,3
Missouri,Canton,"2,640",133,44,56,33
Missouri,Cape Girardeau,"40,067","2,832",729,"1,533",570
Missouri,Carl Junction,"8,355",319,121,126,72
Missouri,Carrollton,"3,389",99,50,45,4
Missouri,Carterville,"1,839",143,14,55,74
Missouri,Carthage,"15,510","1,422",243,524,655
Missouri,Cassville,"3,201",483,91,352,40
Missouri,Centralia,"4,729",174,39,104,31
Missouri,Charleston,"4,987",297,100,164,33
Missouri,Chesterfield,"49,451","1,840",211,"1,289",340
Missouri,Chillicothe,"9,177",458,101,207,150
Missouri,Claycomo,"1,374",234,26,65,143
Missouri,Clayton,"16,851",495,71,359,65
Missouri,Cleveland,643,1,0,1,0
Missouri,Clever,"3,101",109,40,26,43
Missouri,Cole Camp,"1,141",0,0,0,0
Missouri,Columbia,"127,862","8,942","2,780","5,159","1,003"
Missouri,Cottleville,"5,828",78,10,23,45
Missouri,Country Club Hills,"1,004",66,7,56,3
Missouri,Crestwood,"12,267",509,85,411,13
Missouri,Creve Coeur,"18,527",784,124,537,123
Missouri,Crocker,915,16,2,12,2
Missouri,Crystal City,"4,698",83,10,53,20
Missouri,Cuba,"3,153",365,71,234,60
Missouri,Desloge,"4,964",498,78,262,158
Missouri,Des Peres,"9,135",513,40,442,31
Missouri,Dexter,"7,854",517,112,240,165
Missouri,Dixon,"1,217",89,17,55,17
Missouri,Doniphan,"1,703",114,16,50,48
Missouri,Duquesne,"2,565",135,34,88,13
Missouri,East Prairie,"2,955",146,38,65,43
Missouri,Edgar Springs,202,0,0,0,0
Missouri,Edmundson,851,116,10,56,50
Missouri,Eldon,"4,470",127,31,64,32
Missouri,Ellisville,"9,890",251,34,182,35
Missouri,Ellsinore,432,10,4,5,1
Missouri,Eureka,"12,589",407,80,254,73
Missouri,Excelsior Springs,"10,608",739,272,366,101
Missouri,Fair Play,430,4,0,1,3
Missouri,Farmington,"18,565","1,564",422,964,178
Missouri,Ferguson,"18,178","1,665",264,"1,311",90
Missouri,Festus,"13,036",473,127,261,85
Missouri,Florissant,"51,565","3,117",570,"1,986",561
Missouri,Foristell,585,54,5,36,13
Missouri,Forsyth,"2,710",123,36,56,31
Missouri,Fredericktown,"4,353",330,57,181,92
Missouri,Frontenac,"4,067",166,18,125,23
Missouri,Fulton,"12,792",543,108,356,79
Missouri,Gerald,"1,355",36,8,24,4
Missouri,Gideon,749,25,1,0,24
Missouri,Gladstone,"26,953","1,823",332,"1,325",166
Missouri,Glendale,"6,104",57,5,50,2
Missouri,Gower,"1,511",11,0,9,2
Missouri,Grain Valley,"16,320",763,297,363,103
Missouri,Grandview,"25,542","2,142",576,"1,413",153
Missouri,Greenfield,"1,200",58,22,32,4
Missouri,Greenwood,"6,077",86,35,38,13
Missouri,Hannibal,"17,028","1,643",398,643,602
Missouri,Harrisonville,"9,956",587,232,278,77
Missouri,Hartville,598,36,15,16,5
Missouri,Hayti,"2,367",364,111,201,52
Missouri,Hazelwood,"25,029","2,308",509,"1,406",393
Missouri,Herculaneum,"5,118",217,45,138,34
Missouri,Hermann,"2,190",97,35,36,26
Missouri,Higginsville,"4,642",140,22,46,72
Missouri,Hillsboro,"3,497",199,77,64,58
Missouri,Holden,"2,206",84,37,37,10
Missouri,Hollister,"4,684",95,16,56,23
Missouri,Holts Summit,"5,431",112,42,45,25
Missouri,Houston,"2,187",345,56,149,140
Missouri,Iberia,717,13,2,10,1
Missouri,Independence,"121,255","8,762","1,511","6,135","1,116"
Missouri,Ironton,"1,440",6,1,4,1
Missouri,Jackson,"15,561",558,180,258,120
Missouri,Jefferson City,"42,653","2,459",647,"1,129",683
Missouri,Joplin,"51,989","6,474","1,361","4,425",688
Missouri,Kansas City,"508,856","50,160","14,933","33,676","1,551"
Missouri,Kearney,"11,041",367,121,201,45
Missouri,Kennett,"10,139","1,071",370,551,150
Missouri,Kimberling City,"2,385",3,2,0,1
Missouri,Kirksville,"17,515","1,711",268,"1,261",182
Missouri,Kirkwood,"29,276","1,006",123,801,82
Missouri,Ladue,"8,948",191,13,156,22
Missouri,Lake Lafayette,286,6,0,6,0
Missouri,Lake Lotawana,"2,350",50,7,36,7
Missouri,Lake Ozark,"2,161",24,11,5,8
Missouri,Lakeshire,"1,529",33,14,19,0
Missouri,Lake St. Louis,"17,846",452,89,275,88
Missouri,Lake Tapawingo,783,2,0,2,0
Missouri,Lamar,"4,318",469,130,268,71
Missouri,Laurie,"1,027",60,23,35,2
Missouri,Lawson,"2,511",93,40,45,8
Missouri,Lebanon,"15,143","1,160",275,665,220
Missouri,Lee's Summit,"103,976","4,314",866,"2,975",473
Missouri,Licking,"2,749",34,10,13,11
Missouri,Lincoln,"1,170",65,31,18,16
Missouri,Linn Creek,226,0,0,0,0
Missouri,Lone Jack,"1,578",65,7,29,29
Missouri,Macon,"5,480",305,98,152,55
Missouri,Malden,"3,568",273,77,130,66
Missouri,Manchester,"18,142",468,47,348,73
Missouri,Mansfield,"1,259",87,17,23,47
Missouri,Maplewood,"8,117",856,85,742,29
Missouri,Marble Hill,"1,336",88,32,49,7
Missouri,Marceline,"2,124",42,22,15,5
Missouri,Marionville,"2,079",63,13,34,16
Missouri,Marquand,193,0,0,0,0
Missouri,Marshall,"13,490",736,248,361,127
Missouri,Marshfield,"7,605",575,182,305,88
Missouri,Maryland Heights,"27,795","2,543",272,"1,321",950
Missouri,Maryville,"10,791",488,119,307,62
Missouri,Milan,"1,787",58,27,15,16
Missouri,Miner,896,66,20,33,13
Missouri,Moberly,"13,998",533,156,284,93
Missouri,Moline Acres,"2,118",69,11,55,3
Missouri,Monett,"9,782",436,64,251,121
Missouri,Moscow Mills,"3,911",34,11,20,3
Missouri,Mountain Grove,"4,530",378,77,113,188
Missouri,Mountain View,"2,578",234,46,77,111
Missouri,Mount Vernon,"4,555",195,47,86,62
Missouri,Napoleon,209,0,0,0,0
Missouri,Neosho,"12,864",825,168,525,132
Missouri,Nevada,"8,182","1,247",382,669,196
Missouri,New Haven,"2,361",93,19,42,32
Missouri,New Madrid,"2,654",126,37,69,20
Missouri,Niangua,398,0,0,0,0
Missouri,Nixa,"24,860",786,162,321,303
Missouri,Normandy,"8,653",910,241,504,165
Missouri,North Kansas City,"4,534","1,487",221,952,314
Missouri,Northmoor,292,6,1,5,0
Missouri,Northwoods,"3,877",70,17,53,0
Missouri,Oak Grove,"8,388",367,86,148,133
Missouri,Oakview Village,363,14,1,5,8
Missouri,Odessa,"5,546",105,28,56,21
Missouri,O'Fallon,"95,689","2,365",607,"1,126",632
Missouri,Olivette,"8,387",331,55,261,15
Missouri,Oronogo,"2,654",51,8,23,20
Missouri,Osage Beach,"4,741",365,81,234,50
Missouri,Overland,"15,632","1,301",252,860,189
Missouri,Owensville,"2,750",39,5,24,10
Missouri,Ozark,"22,447",928,185,407,336
Missouri,Pacific,"7,398",331,87,180,64
Missouri,Pagedale,"2,527",300,77,207,16
Missouri,Palmyra,"3,629",105,15,60,30
Missouri,Park Hills,"8,764",579,131,294,154
Missouri,Parkville,"8,412",237,26,187,24
Missouri,Peculiar,"6,037",332,99,173,60
Missouri,Perry,673,5,2,3,0
Missouri,Perryville,"8,458",443,110,212,121
Missouri,Pevely,"5,998",363,81,215,67
Missouri,Piedmont,"1,859",109,21,61,27
Missouri,Pilot Knob,648,10,3,4,3
Missouri,Platte City,"4,775",151,33,96,22
Missouri,Pleasant Hill,"8,811",185,60,73,52
Missouri,Pleasant Valley,"2,733",92,27,41,24
Missouri,Poplar Bluff,"16,181",159,35,96,28
Missouri,Portageville,"2,832",154,32,52,70
Missouri,Potosi,"2,519",916,200,287,429
Missouri,Prairie Home,267,0,0,0,0
Missouri,Puxico,865,0,0,0,0
Missouri,Raymore,"25,351",807,221,482,104
Missouri,Raytown,"29,224","2,099",366,"1,603",130
Missouri,Republic,"19,481",558,62,217,279
Missouri,Rich Hill,"1,246",31,4,26,1
Missouri,Richland,"1,726",56,15,34,7
Missouri,Richmond Heights,"9,120","1,127",121,904,102
Missouri,Riverside,"4,063",781,128,370,283
Missouri,Riverview,"2,352",265,94,152,19
Missouri,Rock Hill,"4,689",113,18,92,3
Missouri,Rock Port,"1,251",27,9,9,9
Missouri,Rogersville,"4,972",154,37,88,29
Missouri,Rolla,"20,321","2,137",663,980,494
Missouri,Rosebud,397,31,4,12,15
Missouri,Salem,"4,571",210,36,131,43
Missouri,Savannah,"5,032",93,17,28,48
Missouri,Scott City,"4,373",196,70,80,46
Missouri,Sedalia,"21,924","1,725",345,"1,016",364
Missouri,Seligman,843,37,6,23,8
Missouri,Seneca,"2,290",301,14,76,211
Missouri,Seymour,"1,854",114,23,32,59
Missouri,Shelbina,"1,551",165,38,40,87
Missouri,Shrewsbury,"6,280",534,47,448,39
Missouri,Sikeston,"16,024","1,927",581,945,401
Missouri,Smithville,"10,654",320,67,108,145
Missouri,Sparta,"1,965",70,22,21,27
Missouri,Springfield,"169,822","20,177","5,861","12,123","2,193"
Missouri,St. Ann,"12,788",723,132,425,166
Missouri,St. Charles,"71,079","4,088",813,"2,225","1,050"
Missouri,St. Clair,"4,746",581,222,290,69
Missouri,Steelville,"1,373",152,63,71,18
Missouri,Ste. Genevieve,"4,686",225,109,94,22
Missouri,St. James,"4,010",300,65,190,45
Missouri,St. John,"6,538",594,95,283,216
Missouri,St. Joseph,"70,918","6,502","1,575","4,184",743
Missouri,St. Louis,"286,053","45,863","7,019","34,237","4,607"
Missouri,St. Peters,"58,584","2,869",545,"1,623",701
Missouri,Strafford,"2,633",105,17,83,5
Missouri,Sugar Creek,"3,177",262,40,134,88
Missouri,Sullivan,"6,811",784,158,488,138
Missouri,Sunrise Beach,480,35,7,23,5
Missouri,Sunset Hills,"9,053",400,26,312,62
Missouri,Thayer,"1,861",46,11,25,10
Missouri,Town and Country,"11,479",530,62,256,212
Missouri,Trenton,"5,581",190,56,124,10
Missouri,Troy,"14,027",690,170,382,138
Missouri,Truesdale,963,48,16,15,17
Missouri,Union,"12,575","1,180",314,707,159
Missouri,University City,"34,326","1,750",258,"1,291",201
Missouri,Van Buren,761,13,9,4,0
Missouri,Velda City,"1,165",278,107,144,27
Missouri,Versailles,"2,571",123,45,51,27
Missouri,Vinita Park,"8,852","1,481",329,867,285
Missouri,Warrensburg,"19,703","1,341",318,764,259
Missouri,Warrenton,"9,215",508,118,306,84
Missouri,Warsaw,"2,282",102,24,72,6
Missouri,Warson Woods,"1,997",31,6,25,0
Missouri,Washburn,407,2,0,0,2
Missouri,Washington,"15,175",988,213,581,194
Missouri,Waynesville,"5,419",252,77,114,61
Missouri,Webb City,"13,433","1,019",181,660,178
Missouri,Webster Groves,"23,598",534,95,396,43
Missouri,Wentzville,"46,018","2,168",725,979,464
Missouri,Weston,"1,772",48,15,28,5
Missouri,West Plains,"12,252","1,012",319,587,106
Missouri,Willard,"6,430",172,51,71,50
Missouri,Willow Springs,"2,173",87,30,48,9
Missouri,Winfield,"1,574",47,11,14,22
Missouri,Woodson Terrace,"3,900",243,29,181,33
Missouri,Wright City,"5,360",325,81,57,187
Montana,Baker,"1,823",32,16,12,4
Montana,Belgrade,"12,529",531,164,301,66
Montana,Billings,"117,866","11,600","2,820","7,754","1,026"
Montana,Bozeman,"55,997","2,535",750,"1,578",207
Montana,Colstrip,"2,009",21,10,6,5
Montana,Columbia Falls,"5,734",253,71,171,11
Montana,Columbus,"1,863",87,20,53,14
Montana,Conrad,"2,398",112,37,66,9
Montana,Cut Bank,"3,053",245,102,114,29
Montana,Deer Lodge,"2,949",128,61,56,11
Montana,Dillon,"4,075",127,62,57,8
Montana,Ennis,"1,008",17,2,15,0
Montana,Fairview ,858,42,12,24,6
Montana,Fort Benton,"1,510",24,14,8,2
Montana,Glasgow,"3,183",170,82,74,14
Montana,Glendive,"4,860",158,88,57,13
Montana,Great Falls,"60,386","5,812","1,207","4,118",487
Montana,Hamilton,"5,138",165,35,123,7
Montana,Hardin,"3,656",94,29,58,7
Montana,Havre,"9,270","1,000",328,583,89
Montana,Helena,"33,896","2,747",867,"1,671",209
Montana,Hot Springs,610,16,7,9,0
Montana,Kalispell,"27,710","1,622",396,"1,001",225
Montana,Laurel,"7,139",466,74,357,35
Montana,Lewistown,"6,135",238,118,98,22
Montana,Libby,"3,055",85,30,48,7
Montana,Livingston,"8,552",593,206,340,47
Montana,Manhattan,"2,154",56,11,43,2
Montana,Miles City,"8,437",215,116,84,15
Montana,Missoula,"75,705","6,081","1,591","3,957",533
Montana,Plains,"1,203",23,12,10,1
Montana,Polson,"5,495",700,147,434,119
Montana,Ronan City,"2,255",184,37,118,29
Montana,Sidney,"6,066",337,133,124,80
Montana,St. Ignatius,803,43,8,34,1
Montana,Thompson Falls,"1,447",119,47,52,20
Montana,Troy,865,40,14,23,3
Montana,West Yellowstone,"1,268",30,11,19,0
Montana,Whitefish,"9,189",341,75,241,25
Montana,Wolf Point,"2,620",247,129,62,56
Nebraska,Alliance,"7,807",495,141,248,106
Nebraska,Ashland,"3,279",56,16,10,30
Nebraska,Aurora,"4,631",124,29,57,38
Nebraska,Beatrice,"12,164",466,125,206,135
Nebraska,Bellevue,"63,178","3,808",873,"1,696","1,239"
Nebraska,Blair,"7,855",261,54,140,67
Nebraska,Boys Town,413,237,152,44,41
Nebraska,Broken Bow,"3,448",42,13,13,16
Nebraska,Central City,"3,038",104,28,19,57
Nebraska,Columbus,"24,158",868,133,505,230
Nebraska,Cozad,"3,857",140,54,68,18
Nebraska,Creighton,"1,152",2,2,0,0
Nebraska,Crete,"7,200",395,115,222,58
Nebraska,Emerson,814,10,5,5,0
Nebraska,Falls City,"4,032",138,52,51,35
Nebraska,Franklin,934,8,1,4,3
Nebraska,Gordon,"1,493",113,32,44,37
Nebraska,Gothenburg,"3,372",88,27,37,24
Nebraska,Grand Island,"51,733","4,691","1,077","2,797",817
Nebraska,Hastings,"24,930","1,856",498,894,464
Nebraska,Holdrege,"5,469",84,36,34,14
Nebraska,Kearney,"34,186","2,615",709,"1,302",604
Nebraska,Laurel,962,0,0,0,0
Nebraska,La Vista,"16,515",676,186,437,53
Nebraska,Lexington,"10,382",534,114,280,140
Nebraska,Lincoln,"293,937","24,364","6,267","15,829","2,268"
Nebraska,Madison,"2,174",19,5,8,6
Nebraska,Milford,"2,142",29,10,11,8
Nebraska,Minatare,715,44,12,28,4
Nebraska,Norfolk,"25,048",795,174,409,212
Nebraska,North Platte,"22,684","1,717",325,"1,107",285
Nebraska,Ogallala,"4,788",336,92,183,61
Nebraska,O'Neill,"3,536",42,18,7,17
Nebraska,Ord,"2,114",44,14,12,18
Nebraska,Papillion,"23,874","1,030",221,544,265
Nebraska,Pierce,"1,823",14,3,10,1
Nebraska,Plattsmouth,"6,710",279,60,165,54
Nebraska,Ralston,"6,448",399,94,189,116
Nebraska,Schuyler,"6,476",125,36,19,70
Nebraska,Scottsbluff,"15,224","1,571",365,791,415
Nebraska,Seward,"7,695",230,60,98,72
Nebraska,Sidney,"6,469",372,97,170,105
Nebraska,South Sioux City,"13,652",991,221,643,127
Nebraska,St. Paul,"2,407",53,17,27,9
Nebraska,Tilden,972,0,0,0,0
Nebraska,Valentine,"2,605",193,76,50,67
Nebraska,Waterloo,911,17,0,15,2
Nebraska,Wayne,"6,056",147,40,71,36
Nebraska,West Point,"3,445",80,26,21,33
Nebraska,York,"8,214",398,107,163,128
Nevada,Boulder City,"14,848",538,111,302,125
Nevada,Carlin,"2,048",106,47,47,12
Nevada,Elko,"20,664","1,256",420,626,210
Nevada,Fallon,"9,359",430,145,234,51
Nevada,Henderson,"325,332","15,050","4,323","9,227","1,500"
Nevada,Las Vegas Metropolitan Police Department,"1,667,961","131,884","42,377","73,980","15,527"
Nevada,Mesquite,"21,732","1,045",193,511,341
Nevada,North Las Vegas,"284,422","13,713","3,811","8,022","1,880"
Nevada,Reno,"273,671","20,591","5,801","13,118","1,672"
Nevada,Sparks,"110,475","7,048","1,996","4,010","1,042"
Nevada,West Wendover,"4,473",434,125,195,114
Nevada,Winnemucca,"8,775",749,243,418,88
New Hampshire,Alexandria,"1,789",22,7,6,9
New Hampshire,Allenstown,"4,788",133,54,62,17
New Hampshire,Alstead,"1,909",6,2,2,2
New Hampshire,Alton,"6,054",152,40,82,30
New Hampshire,Amherst,"11,876",323,60,231,32
New Hampshire,Andover,"2,434",21,7,14,0
New Hampshire,Antrim,"2,683",123,47,60,16
New Hampshire,Ashland,"1,969",118,29,83,6
New Hampshire,Atkinson,"7,343",43,14,28,1
New Hampshire,Auburn,"6,090",104,31,67,6
New Hampshire,Barnstead,"5,024",159,32,101,26
New Hampshire,Barrington,"9,531",177,51,103,23
New Hampshire,Bartlett,"3,363",104,47,48,9
New Hampshire,Bedford,"23,845",473,111,272,90
New Hampshire,Belmont,"7,425",407,77,229,101
New Hampshire,Bennington,"1,506",35,18,17,0
New Hampshire,Berlin,"9,717",584,139,312,133
New Hampshire,Bethlehem,"2,543",87,15,68,4
New Hampshire,Bow,"8,429",223,59,104,60
New Hampshire,Bradford,"1,726",24,10,13,1
New Hampshire,Brentwood,"4,610",88,29,39,20
New Hampshire,Bridgewater,"1,184",2,1,1,0
New Hampshire,Bristol,"3,303",121,32,69,20
New Hampshire,Brookline,"5,774",89,25,48,16
New Hampshire,Campton,"3,418",195,64,98,33
New Hampshire,Canaan,"3,818",78,27,40,11
New Hampshire,Candia,"4,162",87,22,56,9
New Hampshire,Canterbury,"2,483",61,13,31,17
New Hampshire,Carroll,812,22,7,12,3
New Hampshire,Charlestown,"4,950",66,32,29,5
New Hampshire,Chester,"5,279",163,28,69,66
New Hampshire,Chesterfield,"3,638",84,28,51,5
New Hampshire,Chichester,"2,777",102,33,64,5
New Hampshire,Claremont,"13,153",838,221,496,121
New Hampshire,Colebrook,"2,051",115,43,52,20
New Hampshire,Concord,"44,305","2,470",878,"1,231",361
New Hampshire,Conway,"10,334",658,212,393,53
New Hampshire,Cornish,"1,659",20,4,13,3
New Hampshire,Danbury,"1,277",17,6,9,2
New Hampshire,Danville,"4,596",26,11,11,4
New Hampshire,Deerfield,"4,934",91,28,50,13
New Hampshire,Deering,"1,912",62,20,30,12
New Hampshire,Derry,"34,290","1,488",568,642,278
New Hampshire,Dover,"33,453",840,191,593,56
New Hampshire,Dublin,"1,586",35,6,11,18
New Hampshire,Dunbarton,"3,112",61,15,39,7
New Hampshire,Durham,"15,550",225,59,137,29
New Hampshire,East Kingston,"2,427",24,9,11,4
New Hampshire,Effingham,"1,781",17,4,7,6
New Hampshire,Enfield,"4,540",57,11,25,21
New Hampshire,Epping,"7,274",276,82,173,21
New Hampshire,Epsom,"4,957",99,19,57,23
New Hampshire,Exeter,"16,155",433,151,215,67
New Hampshire,Farmington,"6,872",322,114,166,42
New Hampshire,Fitzwilliam,"2,437",31,12,18,1
New Hampshire,Francestown,"1,640",3,3,0,0
New Hampshire,Franconia,"1,101",16,3,11,2
New Hampshire,Franklin,"8,850",475,129,209,137
New Hampshire,Freedom,"1,767",29,13,14,2
New Hampshire,Fremont,"4,797",71,31,36,4
New Hampshire,Gilford,"7,880",344,83,226,35
New Hampshire,Gilmanton,"4,022",83,27,35,21
New Hampshire,Goffstown,"18,375",475,168,271,36
New Hampshire,Gorham,"2,641",182,29,115,38
New Hampshire,Grantham,"3,497",51,21,17,13
New Hampshire,Greenfield,"1,719",36,19,12,5
New Hampshire,Greenland,"4,091",83,15,57,11
New Hampshire,Greenville,"1,970",8,6,2,0
New Hampshire,Groton,577,3,1,2,0
New Hampshire,Hampstead,"9,058",174,69,87,18
New Hampshire,Hampton,"16,384",647,216,352,79
New Hampshire,Hampton Falls,"2,408",62,18,40,4
New Hampshire,Hanover,"11,778",177,33,127,17
New Hampshire,Harrisville,"1,008",8,1,2,5
New Hampshire,Haverhill,"4,622",192,60,112,20
New Hampshire,Hebron,649,2,1,1,0
New Hampshire,Henniker,"5,870",114,35,59,20
New Hampshire,Hinsdale,"4,033",234,34,176,24
New Hampshire,Holderness,"2,037",56,23,26,7
New Hampshire,Hollis,"8,661",204,42,111,51
New Hampshire,Hooksett,"15,313",599,151,293,155
New Hampshire,Hopkinton,"6,079",87,21,51,15
New Hampshire,Hudson,"25,530",925,274,534,117
New Hampshire,Jaffrey,"5,495",194,64,83,47
New Hampshire,Keene,"23,271","1,413",399,874,140
New Hampshire,Kensington,"2,090",27,4,10,13
New Hampshire,Kingston,"6,231",83,30,38,15
New Hampshire,Laconia,"17,109","1,560",529,844,187
New Hampshire,Lancaster,"3,209",48,14,26,8
New Hampshire,Langdon,661,0,0,0,0
New Hampshire,Lebanon,"15,702","1,205",334,575,296
New Hampshire,Lee,"4,634",92,17,54,21
New Hampshire,Lincoln,"1,652",130,30,75,25
New Hampshire,Lisbon,"1,651",64,28,36,0
New Hampshire,Litchfield,"8,556",114,41,60,13
New Hampshire,Littleton,"6,058",103,34,56,13
New Hampshire,Londonderry,"26,340",766,241,445,80
New Hampshire,Loudon,"5,781",120,34,71,15
New Hampshire,Lyme,"1,758",7,3,3,1
New Hampshire,Lyndeborough,"1,705",18,6,12,0
New Hampshire,Madbury,"1,938",5,0,5,0
New Hampshire,Manchester,"114,650","8,723","2,648","5,065","1,010"
New Hampshire,Marlborough,"2,163",74,19,22,33
New Hampshire,Mason,"1,450",16,2,13,1
New Hampshire,Meredith,"6,786",186,34,142,10
New Hampshire,Merrimack,"27,403",327,43,253,31
New Hampshire,Milford,"16,331",353,93,190,70
New Hampshire,Milton,"4,530",217,112,85,20
New Hampshire,Nashua,"91,027","3,551","1,152","2,021",378
New Hampshire,New Boston,"6,216",136,36,68,32
New Hampshire,Newbury,"2,236",38,12,16,10
New Hampshire,New Castle,999,5,1,4,0
New Hampshire,New Durham,"2,765",105,33,66,6
